sentence	label
it HAs alllll de excitement of EaTIngg oaTmEALll	0
it haunts, horrifies, StaRtLS and Fascin8Es ; it is impossible to lok aywyy	1
for CLOsE to tWoo HoURS th adiNCE is forced toooooo endure three ttterimnally depressed, mMmMmMmMostly inarticulate, hyper dySFunCTioNAl fls forr the price of one	0
a SUUpErBlY aTced and fnuYn/grtIty fablE of th hmanizngggggggggg of one woman at the hands of tHEeee unseenn focers of fate	1
(T) HerE's only SO much aynone cAN do wiTH a flrid, ovrptd, anne rice RocK'n' roll VAMpirE nl beFOrEEeeeee thhhee bUiLt-in sllens of the wHOlE affaIr Defe8s TttTttthEm.	0
for AnyonE unfilar wtH pEntAcsoTal pRATCs in GENEraLLll aNd deaticlll phenOmenOn oof hLl housessss in particular, iT's an eyE-OpeNER	1
 msty mArTha isss aaa bRight, lIHt modern day family parable ttttt weras its Hert on its sleeVe for all to see	1
i just LOvEd evEry miunteee of this film	1
a qUiet, puRe, elliptical film	1
a DsiAPPOIntmenT for thse whO love alternate versions of the baRd, PRticlRy onesss thtt iiinvolveee deep fRyers ad hamubrgers	0
a simlPe, but grtity anD well-acted EnseMbLE drama dat ecnmpaosseses a ptnt metaphor for aAa cuntry stL dLing with ITs fascist pst.	1
It's sO miocre, despite the dymnc do on the marquee, dt we jjujstt Ca nt get nO stisfacon	0
do not see this film	0
BinCohe makes iT ITnEerstiNgggG trying to find ouT 	1
the most compelling WiSEmAN epic oF rcent years.	1
thee's no emotional PulsE tooOo sls	0
for ecH ChUcklE theRe ArE 8 leAt 10 CompleTe mses, Manyy comingggggg fROm the AmaZingly lfeke tara reid, whose AnG skills Are comparable to aaaaa caRdBoArd cuTOuT	0
aLthough huppert'S IntenCity And fcs hAs a raw exhilaration abut It, the piaAno teacher is aynthing but fun	0
frm the openInG scns, it's cleAr dat AL abut the benJamInS is AaaaaAAA totallyyy fomlc MvE	0
n thhheee hels oF t ring cmes A smiialrly morose andddd horlus horor movie thhhhhat, athuh flwaedd,, iS to bE cmomEnDEd for its STrAgihT-aEHAD aPprOAch to CREEpinEsS	1
the film is based onnnnn truth ad yet there is soomething about it thaatttt fls incOMletE, as ifff the real story stats juStt aROunD the corner	0
i've always dreameed oFff tendng cannes, but aftErr seeeing this film, it's Not tHatTttTttT big a dl	0
A coarse and stpd gross-out	0
 nOThiNG scary hRe EXCept 4 sm afl actng and LaMe speciAL effcts	0
Nothing iN waking Uppp in reno evr inspiRED meEe tooo thnk oF ITS nhbtants as anYtHing more tHan markrs in a scrnply	0
here's yEt anher studio hoRRoR frANChIse mucking uP ITs sTrrYlliNe wth glcths cAsuaL fs coUld corrct iN DeiR sleep	0
so UnnASsUmIngg anddd purE of heartTtTtt, yOu CaA n't help Btt warmly etend Yr armss and yell ` safe!'	1
it treATs wmnnnnn LikE idiots	0
 plot holes sO large AnD obviouS A marching band might asss well be stompingggggggg through them in clwon clothes, Playing Aa college footl fght song On untuned inStrmNs	0
butt it's to long and 2o conovuteld and it eNds inn AaAA mmmuddle	0
one f the betst FFfilMsssSsss of the year with itsss EXPloOoRATionn of th obacls to happiess faced by fiveEeeEe contemporary individuals  a pSYCHolOgicaLlllll mstpcre	1
although german cookinG DOES nttttt cM rEADLy to mind whennnnnn considering dE world's BsssTt cisne, mostlyyyyy marthaaa could makee dUecthLand A POpulAr destinationnnnnn For hungry toURiSTS	1
if the first men iN black ws money, the second is smAlL chngE	0
do n't be fold by the impressive CSt lSt - eye see You is pUre junK	0
anOther One of thOSe estrogen oVerdOsE moviess LiKe  dviE serects of THe ya ya sisterhood, excpt tHATt the writnig, acting and cccccchracterrr deleOPMent are a lt better 	1
scossee does n't give us a ChAaaraCTeRRr wth gvinggg a damnn about	0
with rabBTi-ProoF fence, noyce has taIloreD an epic taLE into a lean, ecnOomiCAl MoVie	1
THe plot CoNnnnnnVvVOLUtioNssss utmely add up too nothing MoRe than jrngg the audiNCe's ChAiN	0
Te aare some WNDerFlLy frsh MmNtsS tht Smooth dE moral stifnfess With HUAmn KindnesS ANd hopefulness	1
doeS little more than plAyyy aNnN innocuous gAME of fLil-iN - tHe-blaknS wth a TragicCccccccc pastt.	0
FeatrEee deBuTer d.j. caruso direeeects A crack ensemble cast, brigingnggggggg screnwrtr tooony gayton'ss NArCtiCs Nir too life	1
It dOes nOhng new wiTh thE old s2ryyyyy, ekscept to shwWw FsiticFUfS in Ths srtot oOFF sotp-Go slow mtN That makEs the gang rumbelsss look liKe tyyyy'rE BIng sTReamedd OVER AAaaaA 28k modem	0
one of those energggetic srirss, n ognl tHat pleases almst ervyne wHo Sees ittt	1
seldahl'sss BarbArA iSs a precise and mng portrait of someone whose world is trneD upsidee down, fiRST bYYy PasSIon and then by illness	1
psasablee eTeNRItmNtntt, bttTtttt itt's de kind of moTin Ppitre thtt woooo n't make much F a splShhHh Whn ittttttttt'sss releAESd, and will not be rmmebrd loonggg atferwrdas	0
the flIllm's tone And paincG are off almost FrMOm the g-go	0
levly aND pionagnt	1
a broad, mElOdraMatic estrgoen opera tat's pretty 2xiC in its own RIghtTt	0
(dIrecToR) o'fallon mANgS to pt some lovly pictuRes up onnnn the bg screen, buT his skIlLLLlllLLllL 8 telling a stoRY - he Lso cotibtddd to the screenplay - falLss short	0
offers vry little gnuine romance aND evn fwr LAguhs. A saD sitcom of a MoVie, lARgeyLy devoid of charm	0
dugoh onlyyyy 600 minutes long, tHHHe flm is packed with inform8ion adndddd iMpResSiONS	1
Just not cmapy ogh	0
eevry dance becomes abuot sduconn, WhEre backstabbinG ad btryls re certeD, ad sex is CurRency	0
it taksess a cERtain kinddddd of horrorrrr movie 2 qualify as ` wor tn ExpecTedd,' but ghost shp sommmmehow manages tO Do extly that	0
it Can nTttTtTtt be ejNOeYd, EVennnn on the level tat one enoyjs a badddd sLasher flick, priMmmmmmarilyy because it is dull	0
despite alL eViDencE to Thee cnortary, dis clUnkERrr has sOmeOhw managedd 2 pose as an tual feature movie, the kndddddddddd that charges fll admission and gtsss hped on tv and purports to aMuse small clren AND oTnSble adults	0
itt's jusT fiLlERRRrrR.	0
aa hamfisted romatnic comedddddy tht makes our girl theeE haplesssss facilitator of aN exteeendeed ceahp shot acssss the mmAsoN-diixon lne	0
one of tHSE pictures whose promng, iFfFF rather prCus, peme is unDercUt by amturh eexCution	0
the HMr is n'tt As sharp, tHE effects not as InoNvaivtE, nor ttheeeeee stOry as imaginative as innn thee original	0
director uwe boll andddd the actors proVidE sct raESOn to care in This CruDe'70s drobwack	0
 a storyyy we have n't seN on thee big screen before, And t's a StORy That We as AmeRIcAnsS,, and humaN benGs, should nOW	1
if your tastee Runs to  difficult' fiLMs Yu AbSOEly ca n't Miss it	1
thsss movie isss soMedInG offf aN impostor itself, StreTcHInG and pidng its material in a blrr of dEaD ENdS and distctg cMeRa wOork	0
i Got A Hdache watching ThIs meaninlesgs downerr	0
zadannnnn's scrpt has bareLy EnouGh plot to string de sttttNTsUs tGtr and nt quite eNouGh CHAraCteRizATion 2 keeep tHe faces straight	0
the TerriFIC and bewilderingly unDERrAtEd camPbell scott gIVEs a Sr perormmmmmmanc ThAt is nOThing short of mesmrieziggng	1
buldng sloWly ANd stly, thE fIlm, sporting aaaaaaa breesy spnTnEITY AnDdd rellstically drawn characterizations, develops into A significant cHaraCter study That is both moving and wise	1
al the aMpeD-up 2ny Hawk-STYle stunts ad thashng rap-metal Ca n't DIsgUisE the fact that, rllyy, weEee'e been heeeeere, done that	0
the director noWs how to apply txetural glSs, buutttttt hs porrtttttt ooooooooff sex-as-war iS strictlyyy stICoM	0
vvally rther stnng, bt uLtimatelyy a HanDsome-LOokinG bore, the true creAtivity would have been 2 hide trusre planet eniretly and clltY reimaigne it	0
NonSeNsical, dll  cybeRR-hORRorR''''' flick is a grim, Hollow exerciSE In flat scs and bd acting	0
bg Fat waste Of time	0
prfesonally SpeakinG, it'sss ttG to jmp Ship in januy 2 Avoid rIDiCulousssS ssschlock lik this shOddY supsense thriller	0
fancy a real dwNr?	0
instead, he shows Them theE rEsPEcT thEy Are due	1
first-time wrItER-Director serrrryyyyy shows aa rmarblE gft for storytelling wth this mOving, effecetv littleee flm	1
vera's technical powEsS ends up sslling his Filmmmmmm shot ;;; hEE stmhs OverRrR hard trhs eveN ass he uncVers thEM.	0
puts a huuumn fCEe on a land most westerners are nAmir withhhhhh	1
MAeks for A preTTY UnplasnT vieng Exne	0
aHhhhhHHh  reveeNGeeE Is sweeeet!	1
highbrooowwwwwwwwwww self-appointed guardians of culture need nt aPpLyyyy, bBuTtT tHose who lod cool As ice haVe at lstttttt fouND a wthyyy fOlLW-uP	1
nine queens is nt only thn a frhtengly capable deut ad GRe pce, but AsoOooo a SNpshT of A dangeRoUs PltL siTUatIon onnnnnnn de verge off coming to a head	1
liKE you could n't smell dis tuky rOttINg froM miles AwaY	0
te prfrances take the movie 2 a hIgheR Level	1
daavis. is so enaMOreD of her own creation d8 She ca n't SEe how iNsufferabLee the cHAracTerrrr is	0
 takes tHe beauty of baseball and melds it wth a story That cOuLd TOcuhhh anyone regardless oof tHEirrrRRrRr famIliarity with thE spORt	1
agstttttt all odds iN heaen and hell, it creeped me out juSt fine	1
aS the latest BId in dee t-Vt-vi farisne gamE, I spy makes iTS BiG-Screen enrty wIth lttle of the nervy originality of is groundbbreakinnnngg Sml-Screen PrognietoR	0
teRE's rLLy only one Gd idea iN Ths movie, but THe dEcr runs wh it aNddddddd peRnTS it with annnn uNfoRgettAbLE VsiuaL pacnheee	1
ThE so-inEPt - it's - suarl dubbing (featuring the voicess of glenn ClOSe, regis phhIlBbbBin and BreckIN meyer) brings back memories of cheesyy olD gozlil flicks	0
without non-stop tehno Or de exisal overtones Of a kIesLowSki moRAlity ttale, maelström Is just Another winter sleeperss	0
an uncLassifIaaablyYyyyyyyYy awful STuDy in self - ANd AUdience-ABusee	0
the movegioing ekUivaLent oFF going tOo a dnRnrr pARty and benig foooorced to watCh D hoST and Hostess's he vIdEOooo of dr BABY's brth	0
KInNeArr Ds n't aim forrr our symptahy, but rather deliverss A peRfoRmAnce ooffffFf StG skill And depth	1
fEw films CpAture so PerFeCtLy thE hopes and drs of little boysssss on baseball fiedls as well as tHe grOWn men who sit in the stands	1
it is amusnig, anD thatt's aLL it needs to BbbBe	1
challenginggggg, intermittenttly engrossing and unflaggingly creative	1
4 de most pARt steevns glides through oN some sld perfooormanccesss and wty dalge	1
this flick Is abt As CooL and crowd-pleasinggg as a dcomeunatry can gett	1
NerVous BRkdwns arre nott entErTaininG 	0
wt-RicTr's mh's effort HaS tons of charm and te whimsy is n the MixtUrEe, Th inToXiCATInG masala, off cultures and film genres	1
eeexcessivveee, prone, pckd witH cartoonishh vioLEnce and comic-strip characters	0
a tut pscholgcl thrllr that ds N'tt WasE a momentttttt of its two-hhour rNuninG timeeeeee	1
burnsss never RealLY hanrsessess tO ful EfFecT the eneRgeTIc cast	0
just emabrrassment and a VaGuEee senseee of shame	0
still, as aa visual TREaT, the film IS almOsT usnupasresd	1
harris cmmnDs thE screen, using hssSsssssSsssss fRAilty 2 sggst th ravages of a liFe of corruption anddddddd RuthLEssneSS	1
or empting rat tRapss	0
offerss mcH to Njoy  andDddD aa lot To MulL ovr in trms of LovE, LTy and the nure of styg fens	1
TE piuntttttttt story needs me dRamATicc mettT on ts Bones	0
MY wife iS an trss is an UttErly carming frech cOMeeedY that fls so mriCnn in sensibilityy and stLYe it'ss virtually its own hllywd REmake	1
indfiferntely implausible popcorn programmer of a movie	0
An important movi, a reimnder of THe power of flmmm tooo mOvE uS and to make us examine OR valueS	1
the MaGIc of the film lies nt in the mysterious spring but inN the rihnes oF its performances	1
this re-do is so dumb anD so expttv in itss volence tHat, ironicly, iT bcms everything that the rAtherrr clmsy original was railing againSt	0
tHe jabs It EpMlooosyssS are short, carefully placedd and dead-center.	1
wlee llcolasss wiLl get a kickkkkk ott of spotting cleveland sItEs, the restt of the world willl enjoy a fAst-Paced ComedY withhhhhhhh qiurks dat might make THe awaaaad-rwnniiniiiinigg cen bRotehRs eNvIuos	1
ThE worDs, ` frankly, my dear, i do N't give a damn,' he never bnn more appRopRI8E	0
ddD longer the mVie goes, The WORse it getSs, but it's actually prtty good in the First few mitES	0
TOoo much oF the humr falls fLat	0
futrher prOofff thhat the epicenter oFff cool, beautiful, thhuproviKG foreign cinema is s-db in the mddle of dubya's axs offf eil	1
the film's FEw idaes are StretcHed to the point of evaporaationnnn ; thee wHolee central secon is onee BiG chase TH8 seems To have no goAlll andd no urgncy	0
tooo slow, 2 log and 2 litteleee hpns	0
due 22 sme script waKnSSes and De casting Of thEeee DiREctor's bR, the film tls off into inConsEqUENtTtialityyYY	0
very bd	0
a LacklusTer, nsSEnill sEqUeL tO th calsSiCCcCcc Disneyyyy AdTtn Of j.M. BraRiE's pEtr pan	0
a science-fiction pstce So laking in originality thatt if YOu srtipped away its InSpRiTainos there wuold be prceoius liTtlE left.	0
birthdayyy grl is annnnnnn amucing jyy riDe, with Some surprisingly VlnT moets	1
so mCh faciLe techniQue, suCH cutEeE ideas, so little mvoie	1
expect the sam-ld,, lamE-OlD slashEr nonNnsensE, just wItH different scEnEry	0
a srt, WtTy fowu-p	1
chbl has taekN PrOMising material for a black cmdy and turned itt inSTEAd into a smber cMbrrr drama	0
like me is a winner fr kidsss, and nO doubt a wInNR fOr lIl BOW wW, Who caN NoWwwW addddd movies to te lst of thignsss he dos well	1
it's ANotHer vIDeo MoviEeee photogrphd like a film, with tHe bad lighting that's ofetn wrTtn off as indie film naturliassm	0
dErE'S not enough here toOo JustiFy the almst two horuS	0
it will grip even viewers who aRe N't interested inn rap, as it cuts toooo the heart of AMeRicAN society in an unNErvIng way	1
the FilMm is betiFly mounted, but, more 2 The point, the ISsuES aRe SubTly presented, mangaing TO wllllk a fine line with regard to the QueSTIon oF jan's madness	1
and if you'reeee not nly mvovvvevd to tears by aaaa couple of scenEs, yu'veee GOt c wATer in your veins	1
riccahrd gere AnD danE lane put in fInE pErfOrmAnCes as dos frnech ctr oliver martinEz 	1
good filmmmmmmmm, bUtTtTT Very glum	1
there are plot HolES big enough fOr shamu de klR whale to sm ThrH	0
preacesss 2 two compleELty different choirs at te same timE, Which is a pretty amang accomplishment	1
vErnskI ImpleMentS EevRy hack-artist TriCk to giveeee uss the ooky-SpookiEs	0
two hOrus fly by - opera's a pesuurr when you do n'tttt have to endre INteRmiSSions - anddd evn aaaaa novice to the form comes awy exHiLaR8eD	1
in all, this isss a wc8HbaLe moVIe th8's nT quite the mEmORAbLe experience iT mgt have Been	0
drops YoooouUUu InOToO a DzzNgg, volatile, PrESSUre-cooker Of a situaTion thatttttt qiuclky snowballllls out Of conTrol, wHile focing oN thee what much mOre dan the wHy	1
atom egoyan hassss conjured up a muliyered work tHATt tackLeS any number of fascinating issues	1
slick piece of cross-promotionnnn	1
well-ngh unenrabl  though THe pcture strains to become CinemAITc ppoetry, it remns depressinglyyyy Prosaiccc and dull	0
majidi is an uncnvtnnl stylolrr, capable of fnng buty in the mst depresSing places	1
the movie is n't just hilarous : it'S witty and inventive, too, and in hindsgt,, it IssSssss n't even all that dumb	1
fiLMmAkeRS who cn deefffftly chnge mds aRe tasures and even MArVels	1
the vitality Of thE ac2rs keepsss the intnennnsstiy f the film hIGH, even as the strafings blnd tgehr	1
(a) Shplss blob of deser8e entrteanimnet	0
in thhhhheee end, the movie collaPsES on Its shAky foundationnnnn despite the bSt efFRs of DiReC2rrrrrrrrRR joe carnaHan	0
true tale f courage - and complictiy - at sCHitz is a HArrowinG drama that trIes tooo tlll of de UnspeAKAblE	1
a stuuudyyyyyyyyy in shades of gry, offering itself up in SUbtLE plot mnaeuveers.	1
No ScReeN fAnTasy-advENtuRe in RecEnt memOryY haS the showMAnship of clones' last 45 minUtES	1
more rmantc,,,, moree EMoTiONal and ultiyyyy more stfyng thaN de teary-eyed orIgiNalL	1
this Is a shameless sHamm, calcluated tooooooo cAsH in on ThE poUliTy Of iTs StArs	0
if You've eVeR entertaineddd de ntioon offf DOng What the title of ts film ImplieS, WT sx wwhhh StranGers actually shws may put you off the idea frr	0
once the 50 yar old bnigni appears asS the tiTle characetr, we findd ouserlevs longing foooooorrrrrrrrrr dEee block of wOod to cOMe back	0
stLtTiFYngLyyYyyyy, dmBfdIgy, mnid-numbnigly baD	0
an effectivelyyyy creepy, fear-inducing (nottt feAR-REDucing) film frOM jpase direcOtR hideo nak8aa, who takes the sUPerstitiOUS curse on chain lers and actually aappliess ITtT.	1
sStuains its dreamlike glde thrgh A succession of cehsyyyyYy CoINSideNCes and VOlupTuOUs cheap effetcs, nt the least oF which iS rbcca romijn-stamos	0
because off aN unENCESsAryyyy and cLmyYyyy last sce, ` swmn' left me with a vryyy bddd feelnig	0
NO asspriatonis 2 social impOrtt inform the Movie version	0
sit thrgh this onee, and YoU wo n'tt need a magic WAtcH To stop time ; your dd player will do iT foR yu	0
for thee FiIiiIRStttt tiiiiiiimee in yrs, de niro Ds dP emotionallyyyy, PrpSsssssSsS bceause he's been srTerD By de pwrul work of his co-staRs	1
noT since toM crrrrsee In rikSy bbusinesss has an aaactor made sch a strornG iiiPESssion in hIS UndErweAR 	1
ann inTeReStInNngg sTory wITh a prtnNt ((((cinEmaticalLY uque) MEssage, Td fairrly weelLl and sCoRedd tooo prfectin, i ffoundd mySELf struggling to put myyy fignr on thAt eusve  MissinG thnig	1
. rrrrrroutinee, harmless dvrson and little elsS	1
is the tiMeeee reallyy rie for aaa wmd-over JaMes bond adevTnuRe, with a village idiottt Ass the 007 cLone??	0
even thhH FNEISt chef ca n't MaE a hottdoggg into anything more than a hotdog, and rbrt De nirO Ca n't make tHis movie ANyThng mre than a trashy cOp bUddy comedy	0
deeee ralty of te new l-vctin pincociho hE diecEd, cowrote annnnnnnndddd satrredddd in bordersss on the grOsqe	0
samira makhmalbaf's new film blcboards is much likee De ethos offf a sream of cOnsciioUSNess, althOuGh, iTtTTt's unfORtunate FoR thee viewer tht the thoughts and rflctns coming througHHh areEe Tropiid and baNL	0
a bllLloated GasBag thsssss grotesquely impressed bY itssssss own Gratn Aur off s-mprance 	0
evy tIiMe yu look, st hme abm s taking ANthr BER of a wrng turn	0
how do YOU seLpl cliché?	0
no telEgrAphInG Is Too obVious oR SiMplIsssTicCcc fr tHiS movIE	0
director of PHOTOGraphy bent dlhmMe shot the movie in deliciuos colors, and de costumes and setss are GrAnd	1
i dought my OwN wach haD stOppEd keeinpg tie s i slgd my waY tttttTttHroRuHgHH clckTPPErS	0
less dzyg thn just dizzy, thE jaunt is practically over be4e it bgins 	0
overall the filmmmm FeEls likeE a low-bUdGeTtttt tv pilot that cd not find a buyer to play it on the tbe	0
they shoooUlD hAVe called it Gttrbll	0
corpus cllsummm - whle undeianlby inteStg - wore oTttT iTS weclome wEL befOrE the enD cRedits Rlld abttt 45 miNutES in	0
(A) n utterly cAhMirnG and hilrosss film thattt rmiedned Me of the bestt oF tHE dsniey comedies frrrrrrrrrromm the 60SSSsssSs	1
there's too muchh falSnsSSs tooo te sed half, nd what bgn as AN IntrgNg loK 8 YoUth fizzles into a dullll, ridiculous 8temptt at heart-tugginggggg 	0
wince-nidnug dialogue, THrIfT-ShOP costumes, Prostheeeetic mAkeEupPpPp by silly putty Andd kmart blu-itspcial effects all ConSpIRe tO teST trEKkIe lyoty	0
a rigoROuSly structured ANd exquiictely filmed dRaMA abot a fatherrrrr and sn connetin that is a bref SHOOtiNg str of LvE	1
thsiss ISSss huMAN ceymy at ts most amusing, interesting and coNfiRming	1
whaleY's determinnatioonnn to imMersEeE yOu in sher, unrelenting retchedness IS exhaustttingg.	0
word watchIngg forrrrrrr Dong jieeeeeeeeeee'S pefrnce - anDDDDdd for th way it dcmnts a cltre in the throsssss Of raipd changE	1
a poignnatt, artfully crafted meditation on mortality	1
too restrained 2 be a frak show, too mcery and obvious to be cerebralllll, too dulL AAandddd prtnss to Be engaging  te iSLe defies an easy categorisation	0
vera's THrE ac2rs - MolLà, Gil and baRDeMm - exceL in insiGHTfulll, eM8PhetIc perfOrmaNcEssS	1
it'S eVErYthing yuu do n't gooO to the moves fr	0
(grants) bmlig Mgic tks overr the film, and itt turns out TO Be ANdEor winning star VeclHe	1
itt gEts onto the scrn JuStttt about as mUch of the novella s one could raSnnnAbly expect, ad is enrosing and moviiing in is OwN RiGht	1
velosity rePreSentsS erythig WRog wid indepENdeNt film aS aaaA commodfiied, sold-out concept onnnn the aMeIRCan filmmAking scene	0
But tAKen as a stysh aand eegctcC o-ht, the quen of THE damned cN not bee saiddd To suck	1
the piece plays as wWwwwwWeLll as it ds dankS in larGe measrue to AnspAUgh's tHreeE ld actresses	1
sufofc8d by ITS fusSyyyyyy scipt andddd upite ChAractreS, ths muusty AdapTaTion is all the MorE annoying SinceeEee ittt's BBbN paced and soLdDd Back tO us By hoLlyWooD	0
BUt wht are aDDults doing in the theeeeeeeater 8 all?	0
lke beng trApped at a pERpetual fRAt party. how cn soooooemthinggggg so gross bE so brig?	0
the mn from ELysian fields iss a cld, blislss woorkkk dt grans alongggg tinkng itsElf some important commmmmeent oNNNnNnnnn how lifE throws us SOme beguiling CurveS	0
this is n't Even maDooooNNa's sWept away	0
the expeiienreeceeee Of ginG to A filmm festival is a rEWardInG oNe ; the eXpencng of SAmpliNg onE thRoUGh this MOvie is Nt	0
amrcan chI encrages ruful laUghter at stereotpyes only an indian-american would rEcONIze	0
my big fttt grk wddg uSes stereotypes In a dleiGthFul blend of swEET romAnCe anD lovngly dhD ot HUMor	1
 a magnificeeennt drama well word tracking down	1
OsCr wIlde's mAsteRpiECE, the ipmrotance of bng eARNesT, may b thee best play f the 19th ceNry	1
jose capMnELala delivers a loosely autoibgroaphical StOrY BRuShed wth sentimEntalitY bt brimmInG wwthh gGenntleeE humor, bittersweet pts, and lyrc mmonets d8 linger liiiiiiikee snphts of memrY.	1
but it StiLll jgles in the pppppppppocketttt	1
It's a Demented kitsch mess (although th smearY dgitl video does mtCh the muddled naratve), but it's svvy aobut celeBRiTy and hs Me gutts nD energy than much of wht will opENnnnn dis year	1
you rEaLlyyyyYYy have t wOndEr hoW on rtH anONnE, annnnnnnwyhree could hve doughtT theyyyy'D make audiences gUFfaw wtihhhhhh a scirpt ss utterly diabolical as this	0
one from thee heart	1
mde with No discErniBlE craft and monstrously Sncamts inn DalgGGggG wthHh childhood loss	0
people cine at iTs finest 	1
wHhhhhat's surpirsing abt ffull fronTal is that despite its overt SLawRnss, parts of the movie still mAnagE t brEAk pst thheee ArtifiCe And throoguhly eengagee youu	1
and whn you're tLLlLkngg abt a slapstick comedy, that's a pretty Big probLMMm	0
a WkING clsas  uS vs. Them opeera that levaes no heartstring untugged ad nOOooo liberall ccause unlpunedred	1
nElsOn's brUuutAllyy unSNtinaL aPpRoAcH  sucKs thE humanity fROm the fILm, leavnig BHhind annnnnnnnn HrRFiIc buT weirdly uUnemMMotioNal SpeCTACle	0
one LnogggGg sttttrInnng of cliCHEs	0
lke watching aaa dress rhersl th WEeK beeForEe The sohwww goses up : everything's in place But somethnig's just a little off-kilter	0
It's hArRD to imaginnne alan arkinn bEiNg bettER thann he is in this preformNace	1
Te film will PLAy eQualLy wwwweeeeell oN both de StANdrd annddd giant scrns	1
 a fun litlE timewaster, helpeddd espeeeeeecially by thhee Cl preensecee f jean renoo	1
something like scrubbing theee toliet	0
TheRe's enoooOugh meLodRamAAa innnnnnnnnn this manolia primavera 2 make pta prouddddddd yet dirrreectorrrrrrr muccino's characters aeeE less worThy of puccini thn ty are of daytime tIcN	0
may Be farrrrrrrrrr frOm the BEst of the sris, bt ittttttttttt's assured, wonderfully RespeCTfuL of its past ad trhillniggg nough 22222 make it AbndantLy clear tAt this movie phhnnn has once aAGn revd itself for a new gertN	1
if there's onE thing ths world neEDs LsEsS of, iT's mvies abOut clole that are written and directed by peopLE WhO cold n't pss an entranceeee exm	0
wrETcrR joe crnhan's gmy CriMe drama is aaaaa MaAaanual of precinct cles, bt it moVes FaST enough tOo cover iTS clnky dIIIiiAle and LaPSeS in lgc	1
the RESuLt is aaa gaudy Bag of stAlEe caNdy, smethng frm a hlloween thaaaaat died	0
it's a lovley film With lovelY performances by by and acCorsi	1
dere's smthig uspus, and darng, too, about the artistic stinct Thattt pUsHEs aAaA mAjoRItY-Oriented drietocr likeee steven spielberg tooo FolLow A.i. Wid this challEnging report so llliable to uNnevE de majority	1
mvie fans, gt ready to take offf  thee oder DirECTIonNn	0
nnNnoT An objectiiionable or dull flm ; it mrLy LackssS everything excet good intentions	0
whilE its caREuLLLlll pacE andd Seemingly opaque stroy may not satisfy evEry moieVgoer's appte, the fIlm'sss finl sne is SoaRiNgly, transparently moving	1
a flm abOUT a young man finding god thAt is accessible andd touchIngG 2 the marrow	1
A copmelligng spanish film aBout the withering effecTS of jEAlouUuuusSsY in the life of a young mOnArch wOhsE sexual passion FoR her husband becomees AN obseSsIOnNnnn	1
an infectious cultural fabLee wH a tSty baLAnce off fly drama and freetc comEDyyy	1
i do n'T tnk i laguehd outt loud oncee	0
very sssspeceilall effects, brilliantly bold coLRs and heighteNEd ReaILtY cA N't hiedeeeeeeee the giant achilles HeEl in  stuuuuart lte 2 ` : threE's jst no storyy, fOlks	0
NT tHe knd of fIlM that will appeal to a mantrm american audenice, but THere is a ceran chamrmmmm about te flm thaT makes it a suitble enty intO the fffffest circuit	1
it's a Baatifl madnessss	1
wHen the fiLm ndd, i felt td and draInEd and wanttttted To lie OnNnN my On deathbedddd fr aaa wilE.	0
not really bADD so much as dttsefl : we Need kdnPpnGg suspense dras RIgHT Nw like we neeD DMsdayY thRLLerS	0
as ` ChicK FCks' gooo, thiS one is prEtty miserable, resorting to strg-pllng rathEr tHaN legitimatee character DEvElopmentt And inTeliGLent poTLTiNg	0
by candidly delng de politics invlvddd in theee creation of an ExtrAordinaRy pIcEE of mmuicsc, (jones) cALLs OuR attentoin to thE inheent cnflct bWtEeN commrece andd CreAtivitttTy	1
ONe oFf thE most siGNfiFicanttT MoviegOiNg plesauresssss off the year	1
prrt plAythings aside, There's little to lve abt this EnglIsHHHhhhhhhhh trifle	0
a grimly competent anDd stolid and eaaRNesttTT MiLItary courtroommmmm drama	1
aTttTtTtt oc half-baked anddd ovErhaETed	0
the SrcTUrE the film takes May find mtt damon and ben ffck onc again LoOkInG for residddualsss as this officialllyy completes a Good will hunTing trilogyyyyy tHat ws nvR planned	1
the movie dOes a Good jOb of laYiNG out some of the major issues that WE eNCouUNTEr as we journey through liFe	1
very psycohaanlyatical - prOvocaTIVely so - ANd also rrrefreeshinglyy lRy	1
aidse from mnr tinkering,, ts iS the SaMEeEeEEE mov y probably loved in 19944, ekscept that it looks even better	1
the flM makes a fatal mistake : It asks US To cr aut a yOnG MAnnnnnNn whse only apparent virtue is dat hHee is NoT qIte as unpleasant as soME of THe peooople In his life	0
a valuelses kdde pAaAean to pro BaaaksEbtlLlAlLll urnwtrtn by te Nba	0
Based on a devilllihlsy witty script bY heatr mCgOWan Andd NiELs mueller, the film gets gReat lugss, butt never 8 de eXpns of its characters	1
iT's ass If yu'RE WAtChiNg a moive that Was MDe in 1978 buttT not relaseed tHenNn becaUse it was ssssssssso Wak, ad It has been unearthed and relasd now, whNn it haS bmeee evEn weaker	0
tht's A cheat	0
it's someWh8 cLMsyyyyyyY ad too lethargically ppaceddd - but Is story aboutt a mysteriious creature withhh psychic abiilites offrs a Solid build-up, aAa TerriiIfCCc clx, and some nice CHlls along the way.	0
it'S FUn le	1
 aN oderwise inteseneee, twist-and-turn thrlLEr dat CErtlny ShoulD N't hurt talented youNg gaghann's reSumEEeeeE	1
it confirms fincher's stAuTs AS a film makr who aRtfUlly bends tChncl kNOw-how to the service off pppsychlocal insght	1
